time;cloudiness;hpa;rh;rainfall;snowdepth;t_mean;t_min;t_max;t_dewpoint;visibility;wind_direction;gust_speed;wind_speed;ID;lamposumma_v;radiation
2013-01-01;7.833333333333332;992.225;98.04166666666669;0.9;73.20833333333333;-3.2333333333333325;-5.5;-2.4;-3.4916666666666667;;93.5;2.5875;1.5458333333333332;1;0.0;0.0
2013-01-02;8.041666666666666;996.7166666666664;97.29166666666669;0.0;74.83333333333333;-4.299999999999999;-6.3;-2.8;-4.65;;201.5;2.0625;1.1958333333333333;1;0.0;0.057870370370370364
2013-01-03;7.75;998.0583333333336;95.29166666666669;0.0;73.70833333333333;-6.591666666666666;-7.8;-5.8;-7.233333333333332;;113.0;1.5791666666666668;0.6875;1;0.0;0.19675925925925924
2013-01-04;3.083333333333333;1008.0124999999997;94.375;0.0;72.75;-7.933333333333334;-9.5;-5.9;-8.695833333333335;;260.75;4.516666666666667;2.958333333333333;1;0.0;0.33564814814814814
2013-01-05;0.25;1021.4041666666667;94.70833333333331;0.0;71.375;-7.420833333333335;-9.5;-5.7;-8.124999999999998;;261.4583333333333;3.6666666666666665;2.3000000000000003;1;0.0;0.37037037037037035
2013-01-06;5.125;1021.3083333333333;93.91666666666669;2.8;71.16666666666667;-9.004166666666666;-11.1;-7.7;-9.783333333333337;;194.125;6.254166666666666;3.7125;1;0.0;0.8217592592592592
2013-01-07;3.5;1020.5416666666664;90.79166666666669;0.0;73.33333333333333;-12.466666666666665;-18.4;-8.6;-13.65;;126.41666666666669;2.4083333333333328;1.2708333333333333;1;0.0;0.3125
2013-01-08;8.0;1011.6125;94.25;2.8;73.83333333333333;-9.416666666666666;-14.9;-6.4;-10.145833333333334;;210.29166666666663;4.308333333333334;2.295833333333333;1;0.0;0.47453703703703703
2013-01-09;5.041666666666667;1009.4416666666667;93.41666666666669;0.0;76.33333333333333;-9.245833333333334;-12.7;-5.4;-10.091666666666667;;165.33333333333334;3.1125000000000007;2.0083333333333333;1;0.0;0.43981481481481477
2013-01-10;6.166666666666668;1022.2125;94.375;0.0;75.66666666666667;-8.162500000000003;-13.0;-4.9;-8.9;;245.4583333333333;2.3666666666666667;1.6833333333333336;1;0.0;1.1458333333333333
2013-01-11;5.541666666666668;1019.9916666666667;95.70833333333331;0.0;75.0;-5.679166666666666;-8.1;-3.9;-6.241666666666667;;267.7916666666667;4.358333333333333;2.4708333333333328;1;0.0;0.6828703703703703
2013-01-12;3.4166666666666665;1017.9833333333336;96.625;0.0;73.79166666666667;-3.25;-5.9;-1.8;-3.695833333333335;;310.4166666666667;6.2875000000000005;3.75;1;0.0;1.3773148148148147
2013-01-13;6.208333333333332;1017.875;96.79166666666669;0.0;72.45833333333333;-4.775;-7.1;-3.5;-5.204166666666667;;249.375;2.395833333333333;1.3833333333333335;1;0.0;0.6944444444444444
2013-01-14;5.583333333333332;1015.3541666666664;95.16666666666669;0.0;72.0;-6.4499999999999975;-10.5;-4.1;-7.095833333333332;;226.25;2.704166666666667;1.7499999999999998;1;0.0;1.5625
2013-01-15;3.0;1022.2791666666667;89.41666666666669;0.0;71.45833333333333;-13.991666666666665;-17.9;-10.4;-15.35;;197.16666666666663;1.35;0.95;1;0.0;1.1689814814814814
2013-01-16;7.083333333333332;1022.5083333333333;91.16666666666669;0.0;71.41666666666667;-12.495833333333335;-17.7;-10.4;-13.65;;208.16666666666663;4.5875;2.525;1;0.0;1.0069444444444444
2013-01-17;6.875;1019.8916666666664;90.04166666666669;0.0;71.0;-13.05;-14.5;-11.4;-14.329166666666667;;243.79166666666663;6.770833333333332;4.529166666666667;1;0.0;1.1342592592592593
2013-01-18;7.291666666666668;1006.5666666666667;94.5;0.0;70.91666666666667;-6.933333333333333;-13.1;-1.0;-7.6750000000000025;;206.3333333333333;6.469565217391303;3.4083333333333337;1;0.0;0.9259259259259258
2013-01-19;3.6363636363636362;1005.0041666666666;93.95833333333331;0.0;70.20833333333333;-5.6750000000000025;-8.2;-1.1;-6.474999999999998;;325.5;6.991666666666667;4.045833333333333;1;0.0;1.6550925925925926
2013-01-20;2.958333333333333;1015.1875;91.0;0.0;70.45833333333333;-9.470833333333337;-10.9;-7.2;-10.645833333333334;;331.4166666666667;6.316666666666666;3.85;1;0.0;3.506944444444444
2013-01-21;3.9583333333333335;1006.7208333333333;92.54166666666669;0.0;70.875;-4.812500000000001;-6.9;-3.2;-5.829166666666668;;281.3333333333333;9.291666666666666;5.479166666666665;1;0.0;1.3078703703703702
2013-01-22;3.2916666666666665;1003.2625;89.5;0.0;70.70833333333333;-8.654166666666667;-12.6;-5.8;-10.074999999999998;;271.9583333333333;6.541666666666668;3.8125;1;0.0;3.321759259259259
2013-01-23;3.7916666666666665;1001.2375;88.33333333333331;0.0;70.70833333333333;-9.6375;-12.9;-5.6;-11.216666666666667;;317.3333333333333;10.645833333333334;6.1374999999999975;1;0.0;6.516203703703703
2013-01-24;2.583333333333333;1007.4791666666664;91.875;0.0;69.66666666666667;-10.125;-12.0;-7.9;-11.191666666666668;;313.375;4.320833333333333;2.7625;1;0.0;5.717592592592593
2013-01-25;2.2916666666666665;1005.1;90.54166666666669;0.0;70.0;-13.133333333333333;-15.0;-10.9;-14.354166666666664;;260.875;3.3375000000000004;2.0875;1;0.0;3.3449074074074074
2013-01-26;6.625;1002.2708333333336;85.0;2.6;71.875;-19.995833333333334;-25.1;-11.9;-21.84583333333333;;120.20833333333331;2.1958333333333333;1.15;1;0.0;3.3796296296296293
2013-01-27;3.75;998.6625;86.91666666666669;0.0;75.75;-18.05416666666667;-21.7;-15.0;-19.70833333333333;;220.91666666666663;1.4666666666666668;0.9416666666666668;1;0.0;3.310185185185185
2013-01-28;7.25;996.35;85.70833333333333;4.0;78.91666666666667;-18.65;-23.8;-12.4;-20.433333333333334;;117.875;1.0958333333333334;0.5583333333333333;1;0.0;2.835648148148148
2013-01-29;8.125;989.1;95.875;0.0;86.33333333333331;-7.066666666666667;-12.0;-4.3;-7.6125;;188.0;3.166666666666666;1.6583333333333332;1;0.0;3.7152777777777777
